Ojibwe	English	Speaker	Link
Megwekob iwidi gii-izhi-gwaashkwesin 'iw bikwaakwad.	The ball bounced into the brush.	es	https://ojibwe.lib.umn.edu/main-entry/bikwaakwad-ni
Mii zhigwa giizhiginogwen manoomin.	The rice must be ripe now.	es	https://ojibwe.lib.umn.edu/main-entry/giizhigin-vii
Gii'-agozigwaji gii-dasoozod amik.	The beaver got stuck to the ice when it was in the trap.	nj	https://ojibwe.lib.umn.edu/main-entry/agozigwaji-vai
Aaniish enangizod awe bizhiki.	How much does that cow cost?	es	https://ojibwe.lib.umn.edu/main-entry/inangizo-vai
Aaniish minik enangizowaad igiweg ingodooshkin opiniig.	How much is one sack of potatoes?	es	https://ojibwe.lib.umn.edu/main-entry/inangizo-vai
Bigishkibizh wa'a naanimidano daswaabik enangizod.	Break this fifty dollar bill.	es	https://ojibwe.lib.umn.edu/main-entry/inangizo-vai
Gichi-mashkawaakwaji a'aw ajidagoojigan gaa-'o-bina'wag.	That hung-up fish was frozen solid, the one I went and took down.	es	https://ojibwe.lib.umn.edu/main-entry/bina-vta
Gego babaamenimaaken. Megwaa odaabaanike. Giga-wanishkwe'aa.	Don't bother him. He's busy working on a car. You'll distract him.	es	https://ojibwe.lib.umn.edu/main-entry/odaabaanike-vai
Gii-wanichige awe gaa-ozhitood nigibide'ebizon. Ogii-ojibogwaadaan.	The person who made my vest made a mistake. She sewed it up so it's puckered.	es	https://ojibwe.lib.umn.edu/main-entry/wanichige-vai
Mii go booch gii-wanichiged aana-gii-gikinawaabamaad iniw ge... genawaabamaad.	He's watching that guy and trying to copy him but he still made that mistake.	es	https://ojibwe.lib.umn.edu/main-entry/wanichige-vai
Apane indizhaa oodenaang maa'ishkamaan.	I go to town all the time to shop.	rg	https://ojibwe.lib.umn.edu/main-entry/apane-adv-tmp
Gaawiin ingizikawi'aasii awe abinoonjii. Mii go apane gwaakwaashkwanid.	I can not keep up with that child. He's always hopping and jumping around.	es	https://ojibwe.lib.umn.edu/main-entry/apane-adv-tmp
Mii 'iw gegapii gii-mookiitaagod iniw odayan apane gaa-gagaanjinawe'aad.	His dog finally took after him, the one who's always teasing him.	es	https://ojibwe.lib.umn.edu/main-entry/apane-adv-tmp
Apane go daji'ind Bizhikiins.	Bizhikiins is late all the time.	lw	https://ojibwe.lib.umn.edu/main-entry/apane-adv-tmp
Apane gaye ogikinoo'amawaan oozhisan.	He teaches his grandchild all the time.	nj	https://ojibwe.lib.umn.edu/main-entry/apane-adv-tmp
Minwaakizo aasamaakwa'igan.	The bannock is well-cooked.	es	https://ojibwe.lib.umn.edu/main-entry/aasamaakwa-igan-na
Niwii-amwaa aasamaakwa'igan.	I'm going to eat bannock.	es	https://ojibwe.lib.umn.edu/main-entry/aasamaakwa-igan-na
Zaagaagonesin i'iwe endawaabandaman.	The thing you're looking for is sticking out of the snow.	es	https://ojibwe.lib.umn.edu/main-entry/zaagaagonesin-vii
Ogii-chiikitaan i'iw nagamon gaa-onji-naabinootang.	He really like that song and that's why he taped it.	es	https://ojibwe.lib.umn.edu/main-entry/naabinootan-vti
Ninaabinootaan owe dibaajimowin. Gaawiin niin nindoodaya'iimisiin.	I'm passing on this story. It's not my own.	nj	https://ojibwe.lib.umn.edu/main-entry/naabinootan-vti
Aabitooshkinatoon iwe asabiiwazh.	Fill that burlap sack halfway.	es	https://ojibwe.lib.umn.edu/main-entry/aabitooshkinatoon-vti2
Onaagoshig giga-onakidoomin. Mii 'iwe apii ge-aabewaanimak.	We'll set it up in the evening. That's when the wind dies down.	es	https://ojibwe.lib.umn.edu/main-entry/onaagoshin-vii
Atoobaaning ngii-siiginaamin i'iw ozhiga'iganaaboo gii-naadoobiiyaan ani-onaagoshig.	We poured the sugar water into the tank when we gathered the sap in the evening.	rg	https://ojibwe.lib.umn.edu/main-entry/onaagoshin-vii
Ando-bakinasabiidaa.	Let's go take the net out.	nj	https://ojibwe.lib.umn.edu/main-entry/bakinasabii-vai
Bijiinag igo biidaabang giga-bakinasabiimin.	We'll pull out our net as early as dawn.	nj	https://ojibwe.lib.umn.edu/main-entry/bakinasabii-vai
Gaawiin de-apiitowesii ge-nisidotawagiban.	His voice is not strong enough for me to understand him.	es	https://ojibwe.lib.umn.edu/main-entry/nisidotaw-vta
Zanagadini enwed 'a gaagiigidod. Gawiin ninisidotawaasii.	The speaker's way of talking is difficult. I don't understand him.	es	https://ojibwe.lib.umn.edu/main-entry/nisidotaw-vta
Namanj igo ge-inwegwen a'aw waa-nitaa-ojibwemod, booch igo da-nisidotaagod iniw manidoon.	Whatever dialect you learn or however you learn to speak Ojibwe, the creator will always understand you, no matter how you sound.	lsa	https://ojibwe.lib.umn.edu/main-entry/nisidotaw-vta
Wegodogwen dinowa gaa-dazhindang, gaawiin ninisidotawaasii.	Whatever that is he's talking about, I don't understand him.	nj	https://ojibwe.lib.umn.edu/main-entry/nisidotaw-vta
Babiizigitaagozi gaa-bi-ganoozhid zhebaa. Agaawaa go ninisidotawaa.	He sounded hoarse when I called him this morning. I could barely understand him.	nj	https://ojibwe.lib.umn.edu/main-entry/nisidotaw-vta
Mii gii-pagamosed awe gii-zhiibaayaakwaag gaa-inaanaga'iged.	He hiked over there, the hiker, the one who hiked the cut.	es	https://ojibwe.lib.umn.edu/main-entry/bagamose-vai
Aabita eta odizhi-dakobidoon omakizineyaab.	He only laced his shoe halfway up.	nj	https://ojibwe.lib.umn.edu/main-entry/aabita-adv-num
Aabita na gidaa-miizh nooka'iiwagwaan.	Could you give me half of the pemmican?	nj	https://ojibwe.lib.umn.edu/main-entry/aabita-adv-num
Aabita gii-izhiiginigaade.	It was folded in half.	es	https://ojibwe.lib.umn.edu/main-entry/aabita-adv-num
Aabita ogii'-izhi-nagishkawaawaan omaamaayiwaan gii-bagidinimind aakoziiwigamigong.	They met their mother halfway when she was released from the hospital.	nj	https://ojibwe.lib.umn.edu/main-entry/aabita-adv-num
Gaawiin wiikaa anooj igo gidayinaasii gichi-anishinaabe.	Never say bad things to an elder.	nj	https://ojibwe.lib.umn.edu/main-entry/gaawiin-wiikaa-adv-tmp
Gaawiin wiikaa indizhaasii imaa.	I never go there.	gh	https://ojibwe.lib.umn.edu/main-entry/gaawiin-wiikaa-adv-tmp
Gaawiin wiikaa bizaan-ayaasiin.	She never shuts up.	lw	https://ojibwe.lib.umn.edu/main-entry/gaawiin-wiikaa-adv-tmp
Niinawind iko nimisenyiban ingii-asabikemin.	My older sister and I used to make nets.	rg	https://ojibwe.lib.umn.edu/main-entry/asabike-vai
Gii-miigiwe iwe zazegaa-desiiwakwaan aana-gii-adaawetamowag.	He gave away that nice hat I bought for him.	es	https://ojibwe.lib.umn.edu/main-entry/zazegaa-pv-lex
Gego beshwaji'aaken awe makwa; onzaam naniizaanizi.	Don't get friendly with the bear. He's too dangerous.	es	https://ojibwe.lib.umn.edu/main-entry/makwa-na
Mii igo ezhi-niiskikaad 'aw animosh miginaad ini makwan.	That dog's hair stood up as he barked at the bear.	es	https://ojibwe.lib.umn.edu/main-entry/makwa-na
Ogii-mikwaasenodawaawaan iniw makwan iwidi gii-inaatewebinigewaad.	They spotted a bear in the light when they cast a light in that direction.	es	https://ojibwe.lib.umn.edu/main-entry/makwa-na
Waanda-wiimbaamagad naa 'i waazh imaa nibaad makwa.	The den where a bear sleeps is hollow.	rg	https://ojibwe.lib.umn.edu/main-entry/makwa-na
Maamakaaj ingii'-inendam gaa-inaajimotawid.	I thought what he told me was amazing.	nj	https://ojibwe.lib.umn.edu/main-entry/maamakaaj-adv-man
Niwii'-agwinjidoon nindabwewin ji-nookagwindeg gaa-gii-kabaachigaadeg imaa nindabwewining.	I'm going to soak my frying pan so what was boiled in it (oatmeal) will soften up.	nj	https://ojibwe.lib.umn.edu/main-entry/gabaachigaade-vii
Wenipanendaagod inendam awe waabishkiiwed niimikaageng imaa niimi'iding.	The whiteman thinks it's easy to dance at a powwow.	es	https://ojibwe.lib.umn.edu/main-entry/niimikaage-vai
Gaawiin ganage gii-pi-izhaasiin.	He really didn't come.	rg	https://ojibwe.lib.umn.edu/main-entry/gaawiin-ganage-adv-man
Mii go apane mamiikwaazod a'awe wewebanaabiid. Gaawiin ganage ogikendanziin baapichigaazod.	That fishermen is always bragging. He doesn't even know he's being laughed at.	es	https://ojibwe.lib.umn.edu/main-entry/gaawiin-ganage-adv-man
Gaawiin ganage ogii-pawaadanziin gii-pimi-animikiikaag -- onzaam boozaangwaamishki.	He didn't even dream about the thunder and lightning because he was sleeping too deeply.	es	https://ojibwe.lib.umn.edu/main-entry/gaawiin-ganage-adv-man
Gaawiin ganage ningii-tiba'aamaagosii gaa-gii'-anokiitawag.	The one I worked for didn't even pay me.	nj	https://ojibwe.lib.umn.edu/main-entry/gaawiin-ganage-adv-man
Bagwaj iko ningii-izhaamin gii-iskigamizigeyaang.	We used to go way out in the wilderness to make maple sugar.	rg	https://ojibwe.lib.umn.edu/main-entry/iskigamizige-vai
Mii 'i gii-gopiiwaad igiweg waa-o-iskigamizigewaad.	The people went into the woods to go boil sap.	es	https://ojibwe.lib.umn.edu/main-entry/iskigamizige-vai
Nindoozhiitaamin wii-iskigamizigeyaang.	We're getting ready to boil sap.	rg	https://ojibwe.lib.umn.edu/main-entry/iskigamizige-vai
Mii iwidi gaa-tazhi-iskigamiziged bagwajiing.	That's where he had his sugar camp -- in the wilderness.	es	https://ojibwe.lib.umn.edu/main-entry/iskigamizige-vai
Mii aangwaamas gii-odishiwed awe gaa-pabaamigamigwed apane.	The person who is always roaming around finally arrived.	es	https://ojibwe.lib.umn.edu/main-entry/odishiwe-vai
Aakwaasige 'aw giizis.	The sun is real bright.	es	https://ojibwe.lib.umn.edu/main-entry/aakwaasige-vai
Giin ina ogowe giminjikaawanag.	Are these your mitts?	nj	https://ojibwe.lib.umn.edu/main-entry/ogowe-pron-dem
Miziwe onjiiwag ogowe anishinaabeg gaa-zhooshkwaada'ewaad.	These Indian hockey players come from all over.	nj	https://ojibwe.lib.umn.edu/main-entry/ogowe-pron-dem
Bibigwe migizi.	A bald eagle makes fluting sounds.	gj	https://ojibwe.lib.umn.edu/main-entry/bibigwe-vai
Gidaa-gichi-jiikenimin zhaagoodenimad a'awe zhooniyaawinini.	I would really be impressed by you if you mentally overpowered a banker.	es	https://ojibwe.lib.umn.edu/main-entry/zhaagoodenim-vta
Wiinitwaa gaa-bezhigooged akiwenzii. Gaawiin nitaa-biinichigesii.	The old bachelor has a dirty house. He doesn't know how to keep it clean.	nj	https://ojibwe.lib.umn.edu/main-entry/bezhigooge-vai
Minjimenim 'aw gidaangoshenh waa-tibishkang.	Remember your sister-in-law is going to have a birthday.	es	https://ojibwe.lib.umn.edu/main-entry/dibishkam-vai2
Agaaming inakwazhiwen.	Paddle across the lake.	nj	https://ojibwe.lib.umn.edu/main-entry/agaaming-adv-loc
Agaaming ningii-tazhi-ondaadiz.	I was born across the lake.	rg	https://ojibwe.lib.umn.edu/main-entry/agaaming-adv-loc
Debinaagwad 'iw Ogaakaaning iwidi agaaming.	You can see Red Lake from across the lake [at Ponemah].	es	https://ojibwe.lib.umn.edu/main-entry/agaaming-adv-loc
Agaaming iwidi ningii'-onjikadaan bezhig nindabwi.	I left one of my paddles across the lake.	nj	https://ojibwe.lib.umn.edu/main-entry/agaaming-adv-loc
Nookomis madwe-biibaagi agaaming.	You can hear my grandmother calling across the lake.	nj	https://ojibwe.lib.umn.edu/main-entry/agaaming-adv-loc
Memindage naa gii-migoshkaadendaagwad apane gii-miigaading.	It is especially worrisome because of the wars that are going on all the time.	es	https://ojibwe.lib.umn.edu/main-entry/memindage-adv-man
Memindage ogagwe-gaachiji'aan.	She tried hard to get his attention.	nj	https://ojibwe.lib.umn.edu/main-entry/memindage-adv-man
Wiidanokiim awedi inini iwidi endananokiid.	Work with that man working over there.	es	https://ojibwe.lib.umn.edu/main-entry/wiidanokiim-vta
Owiidanokiimaan iniwen ininiwan.	He's working with that man.	rg	https://ojibwe.lib.umn.edu/main-entry/wiidanokiim-vta
Awenen waa'-wiidanokiimik wii'-ozhitooyeg giwaakaa'igan.	Who is going to work with you when you guys build your house.	nj	https://ojibwe.lib.umn.edu/main-entry/wiidanokiim-vta
Mii iwidi gii-waabamag waawaashkeshi jiigaakwaa.	That's there I saw the deer, near the woods.	es	https://ojibwe.lib.umn.edu/main-entry/jiigaakwaa-adv-loc
Aabitawagaam debinaagoziwag igiweg naadasabiiwaad.	You can see them pulling nets halfway across the lake.	es	https://ojibwe.lib.umn.edu/main-entry/aabitawagaam-adv-loc
Aabitawagaam ningii'-izhi-naga'waa nimishoomis.	I met my grandfather halfway down the lake.	nj	https://ojibwe.lib.umn.edu/main-entry/aabitawagaam-adv-loc
Gabeya'ii gii-inendi gii-izhaad oodenaang indede.	It really took my dad a long time to go to town.	rg	https://ojibwe.lib.umn.edu/main-entry/inendi-vai
Ginwenzh ingii-inendimin gii-izhaayaang gichi-oodenaang.	We were away a long time when we went to the city.	rg	https://ojibwe.lib.umn.edu/main-entry/inendi-vai
Aandi go gaa'-izhi-atooyan.	Where the hell did you put it?	nj	https://ojibwe.lib.umn.edu/main-entry/aandi-go-adv-loc
Ingoji go ningii'-izhi-waabamaa John. Gaawiin dash niminjimendanziin aandi go gaa-gii'-izhi-waabamag.	I've seen John someplace but I can't remember where where I saw him	nj	https://ojibwe.lib.umn.edu/main-entry/aandi-go-adv-loc
Owiipendaan ozhooniyaa-mashkimodens. Naniizaanendam ji-gimoodimind.	He sleeps with his wallet. He's afraid someone's going to steal it from him.	nj	https://ojibwe.lib.umn.edu/main-entry/wiipendan-vti
Ajidamoo ningii-kiishkaanowebinaa wanakwaanow.	I broke off the tip of the squirrel's tail (when skinning the squirrel).	nj	https://ojibwe.lib.umn.edu/main-entry/giishkaanowebizh-vta
Giishpin dasoonad zhagashkaandawe, azhe-biinjiwebin makakoonsing. Mii awe gigokeyaw.	If you catch a flying squirrel in the trap, throw it back in the box as your bait.	nj	https://ojibwe.lib.umn.edu/main-entry/zhagashkaandawe-na
Oniisaaboonaa' mitigoo'.	S/he is moving logs down the rapids.	nj	https://ojibwe.lib.umn.edu/main-entry/niisaaboozh-vta
Ogii-o-webaasidoon aakoziwin.	He went and let the illness fly away in then wind.	lw	https://ojibwe.lib.umn.edu/main-entry/aakoziwin-ni
Bekaa. Akawe niwii-ozhiiginige. Nimanepwaa.	Wait. First I want to roll a cigarette. I need a smoke.	es	https://ojibwe.lib.umn.edu/main-entry/manepwaa-vai
Wawaasaabizowag igiweg bizhikiwag mekwaasenodawagwaa	The eyes of the cows I flashed my light on are showing.	es	https://ojibwe.lib.umn.edu/main-entry/mikwaasenodaw-vta
Gii-ikwe-niimi'iding dibikong, gii-waawiizhaandiwag igiweg anishinaabeg.	At the ladies dance last night, the people asked one another to dance.	es	https://ojibwe.lib.umn.edu/main-entry/waawiizhaandiwag-vai
Naagaj ina gidaa-bi-izhaa. Akawe niwii-manise.	Can you come later? I'm going to cut some wood first.	rg	https://ojibwe.lib.umn.edu/main-entry/naagaj-adv-qnt
Naagaj apii niwii-wewebanaabii.	I'll go fishing later.	rg	https://ojibwe.lib.umn.edu/main-entry/naagaj-adv-qnt
Neyaashiing danaakizige waa'-izhi-gitiged naagaj.	He's burning the brush out on the point where's he's going to plant his garden later.	nj	https://ojibwe.lib.umn.edu/main-entry/naagaj-adv-qnt
Onjishkawa'o gaa-biidakwazhiwed. Baamaa naagaj da-bi-bagamakwazhiwe.	The one paddling here is going against the wind. It will be some time before he gets here.	nj	https://ojibwe.lib.umn.edu/main-entry/naagaj-adv-qnt
Ogii-piimaskowebinaan iniw ishkwesa'iganan.	He spun the top.	es	https://ojibwe.lib.umn.edu/main-entry/ishkwesa-igan-na
Gii-gimiwang minwewebiisaan.	When its raining you can hear the nice sound of the rain falling.	nj	https://ojibwe.lib.umn.edu/main-entry/minwewebiisaan-vii
Gii-minozekwe awe na'aanganikwe.	Our daughter-in-law cooked a good meal.	es	https://ojibwe.lib.umn.edu/main-entry/na-aanganikwe-na
Agaawaa ogashkiwidoon i'iw obimiwanaan a'aw gwiiwizens.	The boy can barely carry his pack.	rg	https://ojibwe.lib.umn.edu/main-entry/gashkiwidoon-vti2
Baapiwag enaajimotaadiwaad ikwezensag.	The girls are laughing while they are telling each other the news.	nj	https://ojibwe.lib.umn.edu/main-entry/inaajimotaadiwag-vai
Bebakaanadiniwan odazhiganan eyiidawizid.	His socks don't match. (Literally: His socks on both feet are different.)	nj	https://ojibwe.lib.umn.edu/main-entry/eyiidawizid-adv-loc
Aaniin ekogamaag.	How long is the lake?	nj	https://ojibwe.lib.umn.edu/main-entry/akogamaa-vii
Gomaa go akogamaa.	The lake is somewhat long.	nj	https://ojibwe.lib.umn.edu/main-entry/akogamaa-vii
Odaanimi'igon wiibid.	His tooth is bothering him.	lw	https://ojibwe.lib.umn.edu/main-entry/aanimi-vta
Apenimon gigitiziimag ji-gikinoo'amawikwaa ge-izhi-bimiwidooyan gibimaadiziwin.	Rely on your parents to teach you how to carry on your life in the future.	nj	https://ojibwe.lib.umn.edu/main-entry/gikinoo-amaw-vta
Ona'itawaan oosan ezhi-gikinoo'amaagod.	He listens to his father's teachings. / He minds his father's teachings.	nj	https://ojibwe.lib.umn.edu/main-entry/gikinoo-amaw-vta
Nindabiitawaa wa'awe memaanjigozid bebmaadizid.	I am the caregiver for this person that's an invalid	es	https://ojibwe.lib.umn.edu/main-entry/mamaanjigozi-vai
Minwaakwad iwe baaga'adowaanaatig.	That lacrosse stick is good and straight.	es	https://ojibwe.lib.umn.edu/main-entry/minwaakwad-vii
Giishpin gashkiiwakwak gii-niibing, zagimekaa.	If it's overcast in the summer, there's always a bunch of mosquitos.	nj	https://ojibwe.lib.umn.edu/main-entry/gashkiiwakwad-vii
Ogii'-onzaami-zhiiwitaagana'aan onaboobiikaan.	She put too much salt in her soup.	nj	https://ojibwe.lib.umn.edu/main-entry/onzaami-pv-lex
Aanawendaagozi ji-giizhitoopan waakaa'igan; onzaam gitimishki.	Everyone thinks he is never going to finish his house because he is too lazy.	nj	https://ojibwe.lib.umn.edu/main-entry/aanawendaagozi-vai
Madwesidoon zhinawa'oojigan.	Ring the bell.	nj	https://ojibwe.lib.umn.edu/main-entry/madwesidoon-vti2
Mii 'iw zhaangaso-diba'iganeg ji-madwesidood 'iw godotaagan.	At nine o'clock he's going to ring the bell.	es	https://ojibwe.lib.umn.edu/main-entry/madwesidoon-vti2
Giishpin madwesidood nimbiiwaabikoonsim, ninga-gagwejimaa ji-anokiitawag.	If s/he rings my phone, I'm going to ask h/ if I can work for h/.	nj	https://ojibwe.lib.umn.edu/main-entry/madwesidoon-vti2
Bi-anokiin.	Come and work.	es	https://ojibwe.lib.umn.edu/main-entry/bi-pv-dir
"Ondaashaan omaa bi-izhaan," nindig nookomis.	"Come here," my grandmother said to me.	rg	https://ojibwe.lib.umn.edu/main-entry/bi-pv-dir
Agamiing iwidi bi-ondose.	He's walking here from the lake.	es	https://ojibwe.lib.umn.edu/main-entry/bi-pv-dir
Aaniin ezhi-wiindemagak iwe oodena gaa-bi-gibikamang	What's the name of that town we passed on the way here?	rg	https://ojibwe.lib.umn.edu/main-entry/bi-pv-dir
Bi-makadewaanakwagoode 'iwe aanakwad iwidi ningaabii'anong.	There's a black cloud coming up from the west.	es	https://ojibwe.lib.umn.edu/main-entry/bi-pv-dir
Miskwaabikizi aw giizis ba-zaagajiwed.	The sun appearing over the mountain is red.	es	https://ojibwe.lib.umn.edu/main-entry/bi-pv-dir
Aabanaabam a'awe ba-debinaagozid, aaniin ezhi'od.	Look back at the one who's coming, how she's dressed.	es	https://ojibwe.lib.umn.edu/main-entry/bi-pv-dir
Mii 'iw gii-tazhwegiwebiniged 'awe gaa-pi-mawine'ond. Wii-makizinataadiwag.	The one they came to challenge spread out his mat. They're going to have a moccasin game.	es	https://ojibwe.lib.umn.edu/main-entry/makizinataadiwag-vai
Ingii-kabenaagoomin makizinataading.	We got beat at the moccasin game.	es	https://ojibwe.lib.umn.edu/main-entry/makizinataadiwag-vai
Aaniin enataadiwaad? / Ganabaj makizinataadiwag.	What are they playing? / I think they are playing the moccasin game.	nj	https://ojibwe.lib.umn.edu/main-entry/makizinataadiwag-vai
Gii-kwekitaa aana-gii-anami'aad a'awe nimishoone.	My uncle changed his faith and beliefs from Christianity.	es	https://ojibwe.lib.umn.edu/main-entry/anami-aa-vai
