ojibwe	english	speaker	fst_readings
Anaamisag dazhewag waawaabiganoojiinyag.	Mice nest under the floor.	nj	[{'word_form': 'anaamisag', 'fst_analyses': ['anaamisag+ADVLoc']}, {'word_form': 'dazhewag', 'fst_analyses': ['dazhe+VAI+Ind+Pos+Neu+3PlProxSubj']}, {'word_form': 'waawaabiganoojiinyag', 'fst_analyses': ['waawaabiganoojiinh+NA+ProxPl']}, {'word_form': '.', 'fst_analyses': []}]
Waawaabiganoojiinyan naa oniimamaan a'a gaazhagenzhish	That old cat has got a mouse in her mouth.	es	"[{'word_form': 'waawaabiganoojiinyan', 'fst_analyses': ['waawaabiganoojiinh+NA+ObvSg', 'waawaabiganoojiinh+NA+ObvPl']}, {'word_form': 'naa', 'fst_analyses': ['naa+PCEmph']}, {'word_form': 'oniimamaan', 'fst_analyses': ['niimam+VTA+Ind+Pos+Neu+3SgProxSubj+3PlObvObj', 'niimam+VTA+Ind+Pos+Neu+3SgProxSubj+3SgObvObj']}, {'word_form': ""a'a"", 'fst_analyses': [""a'a+PRONDem+NA+ProxSg""]}, {'word_form': 'gaazhagenzhish', 'fst_analyses': ['gaazhagens+NA+Pej+ProxSg']}]"
Wiisakwemagad odaabaan bimibideg miikanaang.	The car screeches going by on the road.	rg	[{'word_form': 'wiisakwemagad', 'fst_analyses': ['wiisakwe+VAI+Der/magad+VII+Ind+Pos+Neu+0SgSubj']}, {'word_form': 'odaabaan', 'fst_analyses': ['odaabaan+NA+ProxSg', 'odaabaan+NI+Sg']}, {'word_form': 'bimibideg', 'fst_analyses': ['bimibide+VII+Cnj+Pos+Neu+0PlSubj', 'bimibide+VII+Cnj+Pos+Neu+0SgSubj']}, {'word_form': 'miikanaang', 'fst_analyses': ['miikana+NI+Loc']}, {'word_form': '.', 'fst_analyses': []}]
Zhigwa gii-pimibide 'iw abinoonjiinhwidaabaan.	The schoolbus already went by.	es	"[{'word_form': 'zhigwa', 'fst_analyses': ['zhigwa+ADVTmp']}, {'word_form': 'gii-pimibide', 'fst_analyses': ['PVTense/gii+bimibide+VII+Ind+Pos+Neu+0SgSubj']}, {'word_form': ""'iw"", 'fst_analyses': [""'iw+PRONDem+NI+Sg""]}, {'word_form': 'abinoonjiinhwidaabaan', 'fst_analyses': ['abinoonjiinhwidaabaan+NI+Sg']}, {'word_form': '.', 'fst_analyses': []}]"
Ningii-minikwen waashkobaagamig.	I drank some pop.	rg	[{'word_form': 'ningii-minikwen', 'fst_analyses': ['PVTense/gii+minikwen+VAIO+Ind+Pos+Neu+1SgSubj+0SgObj']}, {'word_form': 'waashkobaagamig', 'fst_analyses': ['ChCnj+wiishkobaagamin+VII+Cnj+Pos+Neu+0PlSubj', 'ChCnj+wiishkobaagamin+VII+Cnj+Pos+Neu+0SgSubj', 'wiishkobaagamin+VII+Pcp+Pos+Neu+0SgSubj+0SgHead']}, {'word_form': '.', 'fst_analyses': []}]
Aazhawikana odanimiwinaan iniw maanishtaanishan.	He's taking the sheep across the road.	es	[{'word_form': 'aazhawikana', 'fst_analyses': ['aazhawikana+ADVLoc']}, {'word_form': 'odanimiwinaan', 'fst_analyses': ['animiwizh+VTA+Ind+Pos+Neu+3SgProxSubj+3PlObvObj', 'animiwizh+VTA+Ind+Pos+Neu+3SgProxSubj+3SgObvObj']}, {'word_form': 'iniw', 'fst_analyses': ['iniw+PRONDem+NA+ObvPl', 'iniw+PRONDem+NA+ObvSg', 'iniw+PRONDem+NI+Pl']}, {'word_form': 'maanishtaanishan', 'fst_analyses': ['maanishtaanish+NA+ObvSg', 'maanishtaanish+NA+ObvPl']}, {'word_form': '.', 'fst_analyses': []}]
Mii iwidi aazhawikana gaa-inaagoned.	He trudged across the road through the snow.	es	[{'word_form': 'mii', 'fst_analyses': ['mii+ADVPred']}, {'word_form': 'iwidi', 'fst_analyses': ['iwidi+ADVLoc']}, {'word_form': 'aazhawikana', 'fst_analyses': ['aazhawikana+ADVLoc']}, {'word_form': 'gaa-inaagoned', 'fst_analyses': ['ChCnj+PVTense/gii+inaagone+VAI+Cnj+Pos+Neu+3SgProxSubj', 'PVTense/gii+inaagone+VAI+Pcp+Pos+Neu+3SgProxSubj+3SgProxHead', 'PVSub/gaa+inaagone+VAI+Cnj+Pos+Neu+3SgProxSubj']}, {'word_form': '.', 'fst_analyses': []}]
Diba'iganaatig omaa bimaakosidoon.	Lay the yardstick here.	es	"[{'word_form': ""diba'iganaatig"", 'fst_analyses': [""diba'iganaatig+NI+Sg""]}, {'word_form': 'omaa', 'fst_analyses': ['omaa+ADVLoc']}, {'word_form': 'bimaakosidoon', 'fst_analyses': ['bimaakosidoon+VTI+Imp+Sim+2SgSubj+0SgObj', 'bimaakosidoon+VTI+Imp+Sim+2SgSubj+0PlObj']}, {'word_form': '.', 'fst_analyses': []}]"
Aaniish ge omaa ba-onji-nanaamadabid wa'awe. | Aana go naa mawadishiwe.	Why is this person sitting around here? | Well, because he's visiting.	es	"[{'word_form': 'aaniish', 'fst_analyses': ['aaniish+ADVInter']}, {'word_form': 'ge', 'fst_analyses': ['ge+ADVConj']}, {'word_form': 'omaa', 'fst_analyses': ['omaa+ADVLoc']}, {'word_form': 'ba-onji-nanaamadabid', 'fst_analyses': ['ChCnj+PVDir/bi+PVRel/onji+nanaamadabi+VAI+Cnj+Pos+Neu+3SgProxSubj']}, {'word_form': ""wa'awe"", 'fst_analyses': [""wa'awe+PRONDem+NA+ProxSg""]}, {'word_form': '.', 'fst_analyses': []}, {'word_form': 'aana', 'fst_analyses': ['aana+PCDisc']}, {'word_form': 'go', 'fst_analyses': ['go+PCDisc']}, {'word_form': 'naa', 'fst_analyses': ['naa+PCEmph']}, {'word_form': 'mawadishiwe', 'fst_analyses': ['mawadishiwe+VAI+Ind+Pos+Neu+3SgProxSubj']}, {'word_form': '.', 'fst_analyses': []}]"
Indigo naage gii-waasikwiingwe wa'awe. Giminikwe ina.	It looks like this one got shiny-faced. Are you drinking?	es	"[{'word_form': 'indigo', 'fst_analyses': ['indigo+ADVMan']}, {'word_form': 'naage', 'fst_analyses': ['naage+ADVTmp']}, {'word_form': 'gii-waasikwiingwe', 'fst_analyses': ['PVTense/gii+waasikwiingwe+VAI+Ind+Pos+Neu+3SgProxSubj']}, {'word_form': ""wa'awe"", 'fst_analyses': [""wa'awe+PRONDem+NA+ProxSg""]}, {'word_form': '.', 'fst_analyses': []}, {'word_form': 'giminikwe', 'fst_analyses': ['minikwe+VAI+Ind+Pos+Neu+2SgSubj', 'minikwen+VAIO+Ind+Pos+Neu+2SgSubj']}, {'word_form': 'ina', 'fst_analyses': ['ina+PCDisc']}, {'word_form': '.', 'fst_analyses': []}]"
Gaawiin abisii. Megwaa babaamaadizi.	He's not home. He's on travel status.	es	[{'word_form': 'gaawiin', 'fst_analyses': ['gaawiin+ADVNeg']}, {'word_form': 'abisii', 'fst_analyses': ['abi+VAI+Ind+Neg+Neu+3SgProxSubj']}, {'word_form': '.', 'fst_analyses': []}, {'word_form': 'megwaa', 'fst_analyses': ['megwaa+ADVTmp']}, {'word_form': 'babaamaadizi', 'fst_analyses': ['babaamaadizi+VAI+Ind+Pos+Neu+3SgProxSubj']}, {'word_form': '.', 'fst_analyses': []}]
Gii-paakaakosin i'iw waasechigan gabe-dibik. Gii-piindigese a'aw obikwaanaajiinh.	The window was left open all night and the bat flew in.	rg	"[{'word_form': 'gii-paakaakosin', 'fst_analyses': ['PVTense/gii+baakaakosin+VII+Ind+Pos+Neu+0SgSubj']}, {'word_form': ""i'iw"", 'fst_analyses': [""i'iw+PRONDem+NI+Sg""]}, {'word_form': 'waasechigan', 'fst_analyses': ['waasechigan+NI+Sg']}, {'word_form': 'gabe-dibik', 'fst_analyses': ['gabe-dibik+ADVTmp', 'PVLex/gabe+dibik+ADVTmp']}, {'word_form': '.', 'fst_analyses': []}, {'word_form': 'gii-piindigese', 'fst_analyses': ['PVTense/gii+biindigese+VAI+Ind+Pos+Neu+3SgProxSubj', 'PVTense/gii+biindigese+VII+Ind+Pos+Neu+0SgSubj']}, {'word_form': ""a'aw"", 'fst_analyses': [""a'aw+PRONDem+NA+ProxSg""]}, {'word_form': 'obikwaanaajiinh', 'fst_analyses': []}, {'word_form': '.', 'fst_analyses': []}]"
Mashkawaabikad iw waasechigan.	The glass is hard.	es	[{'word_form': 'mashkawaabikad', 'fst_analyses': ['mashkawaabikad+VII+Ind+Pos+Neu+0SgSubj']}, {'word_form': 'iw', 'fst_analyses': ['iw+PRONDem+NI+Sg']}, {'word_form': 'waasechigan', 'fst_analyses': ['waasechigan+NI+Sg']}, {'word_form': '.', 'fst_analyses': []}]
Baakibidoon waasechigan.	Pull the window open.	nj	[{'word_form': 'baakibidoon', 'fst_analyses': ['baakibidoon+VTI+Imp+Sim+2SgSubj+0SgObj', 'baakibidoon+VTI+Imp+Sim+2SgSubj+0PlObj']}, {'word_form': 'waasechigan', 'fst_analyses': ['waasechigan+NI+Sg']}, {'word_form': '.', 'fst_analyses': []}]
Ani-gashkiidibikak gidaa-gibiiga'aanaan giwaasechiganan.	As it gets dark you should close the curtains on the windows.	nj	"[{'word_form': 'ani-gashkiidibikak', 'fst_analyses': ['PVDir/ani+gashkiidibikad+VII+Cnj+Pos+Neu+0PlSubj', 'PVDir/ani+gashkiidibikad+VII+Cnj+Pos+Neu+0SgSubj']}, {'word_form': ""gidaa-gibiiga'aanaan"", 'fst_analyses': []}, {'word_form': 'giwaasechiganan', 'fst_analyses': ['waasechigan+NI+Pl+2SgPoss']}, {'word_form': '.', 'fst_analyses': []}]"
Ingii-piidoon ingo-minikwaajigan iwe waasamoo-bimide.	I brought one gallon of gas.	es	[{'word_form': 'ingii-piidoon', 'fst_analyses': ['PVTense/gii+biidoon+VTI+Ind+Pos+Neu+1SgSubj+0SgObj']}, {'word_form': 'ingo-minikwaajigan', 'fst_analyses': ['ingo-minikwaajigan+NUM', 'PNQnt/ingo+minikwaajigan+NI+Sg', 'PVQnt/ingo+minikwaajigan+ADVQnt']}, {'word_form': 'iwe', 'fst_analyses': ['iwe+PRONDem+NI+Sg']}, {'word_form': 'waasamoo-bimide', 'fst_analyses': ['PNLex/waasamoo+bimide+NI+Sg', 'waasamoo-bimide+NI+Sg']}, {'word_form': '.', 'fst_analyses': []}]
Babaamaadagaa 'a nigig.	The otter is swimming around.	es	"[{'word_form': 'babaamaadagaa', 'fst_analyses': ['babaamaadagaa+VAI+Ind+Pos+Neu+3SgProxSubj']}, {'word_form': ""'a"", 'fst_analyses': [""'a+PRONDem+NA+ProxSg""]}, {'word_form': 'nigig', 'fst_analyses': ['nigig+NA+ProxSg']}, {'word_form': '.', 'fst_analyses': []}]"
Waasizowag igiw manidoominensag.	The beads are shiny.	es	[{'word_form': 'waasizowag', 'fst_analyses': ['waasizo+VAI+Ind+Pos+Neu+3PlProxSubj']}, {'word_form': 'igiw', 'fst_analyses': ['igiw+PRONDem+NA+ProxPl']}, {'word_form': 'manidoominensag', 'fst_analyses': ['manidoominens+NA+ProxPl']}, {'word_form': '.', 'fst_analyses': []}]
Gizhii-waasizo awe asin waabishkizid.	That white rock really reflects bright.	es	[{'word_form': 'gizhii-waasizo', 'fst_analyses': []}, {'word_form': 'awe', 'fst_analyses': ['awe+PRONDem+NA+ProxSg']}, {'word_form': 'asin', 'fst_analyses': ['asin+NA+ProxSg']}, {'word_form': 'waabishkizid', 'fst_analyses': ['waabishkizi+VAI+Cnj+Pos+Neu+3SgProxSubj']}, {'word_form': '.', 'fst_analyses': []}]
Mii go ingoji niiyo-diba'iganeg ashi-aabita bi-waaseyaag.	About four-thirty in the morning it starts to get light.	es	"[{'word_form': 'mii', 'fst_analyses': ['mii+ADVPred']}, {'word_form': 'go', 'fst_analyses': ['go+PCDisc']}, {'word_form': 'ingoji', 'fst_analyses': ['ingoji+ADVDeg']}, {'word_form': ""niiyo-diba'iganeg"", 'fst_analyses': [""niiyo-diba'igane+VII+Cnj+Pos+Neu+0PlSubj"", ""niiyo-diba'igane+VII+Cnj+Pos+Neu+0SgSubj"", ""PVQnt/niiyo+diba'igane+VII+Cnj+Pos+Neu+0PlSubj"", ""PVQnt/niiyo+diba'igane+VII+Cnj+Pos+Neu+0SgSubj""]}, {'word_form': 'ashi-aabita', 'fst_analyses': ['ashi-aabita+NUM']}, {'word_form': 'bi-waaseyaag', 'fst_analyses': ['PVDir/bi+waaseyaa+VII+Cnj+Pos+Neu+0PlSubj', 'PVDir/bi+waaseyaa+VII+Cnj+Pos+Neu+0SgSubj']}, {'word_form': '.', 'fst_analyses': []}]"
Weweni bimibatoon. Giga-bakiteshin.	Run slowly. You might fall.	rg	[{'word_form': 'weweni', 'fst_analyses': ['weweni+ADVMan']}, {'word_form': 'bimibatoon', 'fst_analyses': ['bimibatoo+VAI+Imp+Sim+2SgSubj']}, {'word_form': '.', 'fst_analyses': []}, {'word_form': 'giga-bakiteshin', 'fst_analyses': ['PVTense/ga+bakiteshin+VAI+Ind+Pos+Neu+2SgSubj']}, {'word_form': '.', 'fst_analyses': []}]
Opimeyaya'ii miikanaang bimibatoo a'aw bebezhigooganzhii.	The horse is running along on the side of the road.	rg	"[{'word_form': ""opimeyaya'ii"", 'fst_analyses': []}, {'word_form': 'miikanaang', 'fst_analyses': ['miikana+NI+Loc']}, {'word_form': 'bimibatoo', 'fst_analyses': ['bimibatoo+VAI+Ind+Pos+Neu+3SgProxSubj']}, {'word_form': ""a'aw"", 'fst_analyses': [""a'aw+PRONDem+NA+ProxSg""]}, {'word_form': 'bebezhigooganzhii', 'fst_analyses': ['bebezhigooganzhii+NA+ProxSg']}, {'word_form': '.', 'fst_analyses': []}]"
Wii-pimibatoo wii-ishpabid imaa zagaswe'idiiwining.	He wants to run for chairmanship in the tribal council.	es	"[{'word_form': 'wii-pimibatoo', 'fst_analyses': ['PVTense/wii+bimibatoo+VAI+Ind+Pos+Neu+3SgProxSubj']}, {'word_form': 'wii-ishpabid', 'fst_analyses': ['PVTense/wii+ishpabi+VAI+Cnj+Pos+Neu+3SgProxSubj']}, {'word_form': 'imaa', 'fst_analyses': ['imaa+ADVLoc']}, {'word_form': ""zagaswe'idiiwining"", 'fst_analyses': [""zagaswe'idiiwin+NI+Loc""]}, {'word_form': '.', 'fst_analyses': []}]"
Mii 'i zhigwa ani-gashkiidibikak, giiyaabi go waasete abiiwigamig.	It's getting dark but it is still light in the living room.	es	"[{'word_form': 'mii', 'fst_analyses': ['mii+ADVPred']}, {'word_form': ""'i"", 'fst_analyses': [""'i+PRONDem+NI+Sg""]}, {'word_form': 'zhigwa', 'fst_analyses': ['zhigwa+ADVTmp']}, {'word_form': 'ani-gashkiidibikak', 'fst_analyses': ['PVDir/ani+gashkiidibikad+VII+Cnj+Pos+Neu+0PlSubj', 'PVDir/ani+gashkiidibikad+VII+Cnj+Pos+Neu+0SgSubj']}, {'word_form': ',', 'fst_analyses': []}, {'word_form': 'giiyaabi', 'fst_analyses': ['giiyaabi+ADVTmp']}, {'word_form': 'go', 'fst_analyses': ['go+PCDisc']}, {'word_form': 'waasete', 'fst_analyses': ['waasete+VII+Ind+Pos+Neu+0SgSubj']}, {'word_form': 'abiiwigamig', 'fst_analyses': ['abiiwigamig+NI+Sg']}, {'word_form': '.', 'fst_analyses': []}]"
Zhebaa ingii-pi-aazhoge'adoo. Ishkwaa-naawakweg niwii'-ani-aazhoge'adoo.	This morning I came across the bridge. This afternoon I'm going back across the bridge.	nj	"[{'word_form': 'zhebaa', 'fst_analyses': ['zhebaa+ADVTmp']}, {'word_form': ""ingii-pi-aazhoge'adoo"", 'fst_analyses': [""PVTense/gii+PVDir/bi+aazhoge'adoo+VAI+Ind+Pos+Neu+1SgSubj""]}, {'word_form': '.', 'fst_analyses': []}, {'word_form': 'ishkwaa-naawakweg', 'fst_analyses': ['ishkwaa-naawakwe+VII+Cnj+Pos+Neu+0PlSubj', 'ishkwaa-naawakwe+VII+Cnj+Pos+Neu+0SgSubj', 'PVLex/ishkwaa+naawakwe+VII+Cnj+Pos+Neu+0PlSubj', 'PVLex/ishkwaa+naawakwe+VII+Cnj+Pos+Neu+0SgSubj']}, {'word_form': ""niwii'-ani-aazhoge'adoo"", 'fst_analyses': [""PVTense/wii'+PVDir/ani+aazhoge'adoo+VAI+Ind+Pos+Neu+1SgSubj""]}, {'word_form': '.', 'fst_analyses': []}]"
Gii-aazhawishkaawaad imaa ziibiinsing gii-pimaadagaaziiwag.	When they crossed the stream, they waded through the water.	es	[{'word_form': 'gii-aazhawishkaawaad', 'fst_analyses': ['PVTense/gii+aazhawishkaa+VAI+Cnj+Pos+Neu+3PlProxSubj']}, {'word_form': 'imaa', 'fst_analyses': ['imaa+ADVLoc']}, {'word_form': 'ziibiinsing', 'fst_analyses': ['ziibi+NI+Dim+Loc', 'ziibiins+NI+Loc']}, {'word_form': 'gii-pimaadagaaziiwag', 'fst_analyses': ['PVTense/gii+bimaadagaazii+VAI+Ind+Pos+Neu+3PlProxSubj']}, {'word_form': '.', 'fst_analyses': []}]
Ogii-aazhawishimaan ini nabagisagoon omaa daashkikwadininig gaa-onji-aazhawishkaad.	He put the board across the crack in the ice -- that's how he got across.	es	[{'word_form': 'ogii-aazhawishimaan', 'fst_analyses': ['PVTense/gii+aazhawishim+VTA+Ind+Pos+Neu+3SgProxSubj+3PlObvObj', 'PVTense/gii+aazhawishim+VTA+Ind+Pos+Neu+3SgProxSubj+3SgObvObj']}, {'word_form': 'ini', 'fst_analyses': ['ini+PRONDem+NA+ObvPl', 'ini+PRONDem+NA+ObvSg', 'ini+PRONDem+NI+Pl']}, {'word_form': 'nabagisagoon', 'fst_analyses': ['nabagisag+NA+ObvPl', 'nabagisag+NA+ObvSg']}, {'word_form': 'omaa', 'fst_analyses': ['omaa+ADVLoc']}, {'word_form': 'daashkikwadininig', 'fst_analyses': ['daashkikwadin+VII+Cnj+Pos+Neu+0SgObvSubj', 'daashkikwadin+VII+Cnj+Pos+Neu+0PlObvSubj']}, {'word_form': 'gaa-onji-aazhawishkaad', 'fst_analyses': ['ChCnj+PVTense/gii+PVRel/onji+aazhawishkaa+VAI+Cnj+Pos+Neu+3SgProxSubj', 'PVTense/gii+PVRel/onji+aazhawishkaa+VAI+Pcp+Pos+Neu+3SgProxSubj+3SgProxHead', 'PVSub/gaa+PVRel/onji+aazhawishkaa+VAI+Cnj+Pos+Neu+3SgProxSubj']}, {'word_form': '.', 'fst_analyses': []}]
Ogii-kibishkaan iwe miikana awe gaag gii-megwaa-aazhawishkaad.	That porcupine kind of blocked the road as he crossed it.	es	[{'word_form': 'ogii-kibishkaan', 'fst_analyses': ['PVTense/gii+gibishkan+VTI+Ind+Pos+Neu+3SgProxSubj+0SgObj']}, {'word_form': 'iwe', 'fst_analyses': ['iwe+PRONDem+NI+Sg']}, {'word_form': 'miikana', 'fst_analyses': ['miikana+NI+Sg']}, {'word_form': 'awe', 'fst_analyses': ['awe+PRONDem+NA+ProxSg']}, {'word_form': 'gaag', 'fst_analyses': ['gaag+NA+ProxSg']}, {'word_form': 'gii-megwaa-aazhawishkaad', 'fst_analyses': ['PVTense/gii+PVLex/megwaa+aazhawishkaa+VAI+Cnj+Pos+Neu+3SgProxSubj']}, {'word_form': '.', 'fst_analyses': []}]
Giishpin Jason de-diba'ang waasigani-bimide, waabang da-bagamibizo.	If Jason has enough money to buy gas, he'll be arriving tomorrow.	nj	"[{'word_form': 'giishpin', 'fst_analyses': ['giishpin+ADVGram']}, {'word_form': 'jason', 'fst_analyses': []}, {'word_form': ""de-diba'ang"", 'fst_analyses': [""PVLex/de+diba'an+VTI+Cnj+Pos+Neu+3SgProxSubj+0SgObj"", ""PVLex/de+diba'an+VTI+Cnj+Pos+Neu+3SgProxSubj+0PlObj""]}, {'word_form': 'waasigani-bimide', 'fst_analyses': ['waasigani-bimide+NI+Sg']}, {'word_form': ',', 'fst_analyses': []}, {'word_form': 'waabang', 'fst_analyses': ['waaban+VII+Cnj+Pos+Neu+0PlSubj', 'waaban+VII+Cnj+Pos+Neu+0SgSubj']}, {'word_form': 'da-bagamibizo', 'fst_analyses': ['PVTense/ga+bagamibizo+VAI+Ind+Pos+Neu+3SgProxSubj']}, {'word_form': '.', 'fst_analyses': []}]"
Boozaabikinigan ginigawinan waasigani-bimideng.	Mix the oil into the gas.	nj	[{'word_form': 'boozaabikinigan', 'fst_analyses': ['boozaabikinigan+NI+Sg']}, {'word_form': 'ginigawinan', 'fst_analyses': ['ginigawinan+VTI+Imp+Sim+2SgSubj+0SgObj', 'ginigawinan+VTI+Imp+Sim+2SgSubj+0PlObj']}, {'word_form': 'waasigani-bimideng', 'fst_analyses': ['waasigani-bimide+NI+Loc']}, {'word_form': '.', 'fst_analyses': []}]
Wiin obimibizoni'aan iniw daashkiboojiganan.	He is operating the sawmill.	es	"[{'word_form': 'wiin', 'fst_analyses': ['wiin+PRONPer+NA+3Sg']}, {'word_form': ""obimibizoni'aan"", 'fst_analyses': [""bimibizoni'+VTA+Ind+Pos+Neu+3SgProxSubj+3PlObvObj"", ""bimibizoni'+VTA+Ind+Pos+Neu+3SgProxSubj+3SgObvObj""]}, {'word_form': 'iniw', 'fst_analyses': ['iniw+PRONDem+NA+ObvPl', 'iniw+PRONDem+NA+ObvSg', 'iniw+PRONDem+NI+Pl']}, {'word_form': 'daashkiboojiganan', 'fst_analyses': ['daashkiboojigan+NA+ObvSg', 'daashkiboojigan+NA+ObvPl']}, {'word_form': '.', 'fst_analyses': []}]"
Aandi endazhi-aazhidebii'igeng. | Ganabaj imaa gichi-waakaa'iganing.	Where is the voting going to take place? | I think it's in the main building.	nj	"[{'word_form': 'aandi', 'fst_analyses': ['aandi+ADVInter']}, {'word_form': ""endazhi-aazhidebii'igeng"", 'fst_analyses': [""ChCnj+PVRel/dazhi+aazhidebii'ige+VAI+Cnj+Pos+Neu+XSubj""]}, {'word_form': '.', 'fst_analyses': []}, {'word_form': 'ganabaj', 'fst_analyses': ['ganabaj+ADVMan']}, {'word_form': 'imaa', 'fst_analyses': ['imaa+ADVLoc']}, {'word_form': ""gichi-waakaa'iganing"", 'fst_analyses': [""PNLex/gichi+waakaa'igan+NI+Loc"", ""PNLex/chi+waakaa'igan+NI+Loc+2SgPoss""]}, {'word_form': '.', 'fst_analyses': []}]"
Niyaazhawisidoon i'iw nibabagiwayaaniigin imaa adoopowinaakong.	I'm laying my fabric across the table.	es	"[{'word_form': 'niyaazhawisidoon', 'fst_analyses': ['aazhawisidoon+VTI+Ind+Pos+Neu+1SgSubj+0SgObj']}, {'word_form': ""i'iw"", 'fst_analyses': [""i'iw+PRONDem+NI+Sg""]}, {'word_form': 'nibabagiwayaaniigin', 'fst_analyses': ['babagiwayaaniigin+NI+Sg+1SgPoss']}, {'word_form': 'imaa', 'fst_analyses': ['imaa+ADVLoc']}, {'word_form': 'adoopowinaakong', 'fst_analyses': ['adoopowinaak+NI+Loc']}, {'word_form': '.', 'fst_analyses': []}]"
Agwaase mikwam gii-babaamaa'ogod gii-ziigwang.	The ice comes up on shore when it drifts around in the spring.	nj	"[{'word_form': 'agwaase', 'fst_analyses': ['agwaase+VAI+Ind+Pos+Neu+3SgProxSubj']}, {'word_form': 'mikwam', 'fst_analyses': ['mikwam+NA+ProxSg']}, {'word_form': ""gii-babaamaa'ogod"", 'fst_analyses': [""PVTense/gii+babaamaa'ogo+VAI+Cnj+Pos+Neu+3SgProxSubj""]}, {'word_form': 'gii-ziigwang', 'fst_analyses': ['PVTense/gii+ziigwan+VII+Cnj+Pos+Neu+0PlSubj', 'PVTense/gii+ziigwan+VII+Cnj+Pos+Neu+0SgSubj']}, {'word_form': '.', 'fst_analyses': []}]"
Ogii-mayagipwaan iniwen waakoonsi-bakwezhiganan gaa-amwaad.	That fish-egg bread that he ate tasted strange to him.	es	[{'word_form': 'ogii-mayagipwaan', 'fst_analyses': ['PVTense/gii+mayagip+VTA+Ind+Pos+Neu+3SgProxSubj+3PlObvObj', 'PVTense/gii+mayagip+VTA+Ind+Pos+Neu+3SgProxSubj+3SgObvObj']}, {'word_form': 'iniwen', 'fst_analyses': ['iniwen+PRONDem+NA+ObvPl', 'iniwen+PRONDem+NA+ObvSg', 'iniwen+PRONDem+NI+Pl']}, {'word_form': 'waakoonsi-bakwezhiganan', 'fst_analyses': []}, {'word_form': 'gaa-amwaad', 'fst_analyses': ['ChCnj+PVTense/gii+amo+VTA+Cnj+Pos+Neu+3SgProxSubj+3PlObvObj', 'ChCnj+PVTense/gii+amo+VTA+Cnj+Pos+Neu+3SgProxSubj+3SgObvObj', 'ChCnj+PVTense/gii+amwi+VTA+Cnj+Pos+Neu+3SgProxSubj+3PlObvObj', 'ChCnj+PVTense/gii+amwi+VTA+Cnj+Pos+Neu+3SgProxSubj+3SgObvObj', 'PVSub/gaa+amo+VTA+Cnj+Pos+Neu+3SgProxSubj+3PlObvObj', 'PVSub/gaa+amo+VTA+Cnj+Pos+Neu+3SgProxSubj+3SgObvObj', 'PVSub/gaa+amwi+VTA+Cnj+Pos+Neu+3SgProxSubj+3PlObvObj', 'PVSub/gaa+amwi+VTA+Cnj+Pos+Neu+3SgProxSubj+3SgObvObj']}, {'word_form': '.', 'fst_analyses': []}]
Waakwaandesiing dananjigedaa.	Let's eat across from the doorway,	nj	[{'word_form': 'waakwaandesiing', 'fst_analyses': ['waakwaandesiing+ADVLoc']}, {'word_form': 'dananjigedaa', 'fst_analyses': ['dananjige+VAI+Imp+Sim+InclSubj', 'dananjige+VAI+Imp+Del+InclSubj']}, {'word_form': '.', 'fst_analyses': []}]
Waakwaandesiing niin niwii'-ondab.	I want to sit at the end of the lodge.	nj	"[{'word_form': 'waakwaandesiing', 'fst_analyses': ['waakwaandesiing+ADVLoc']}, {'word_form': 'niin', 'fst_analyses': ['niin+PRONPer+NA+1Sg']}, {'word_form': ""niwii'-ondab"", 'fst_analyses': []}, {'word_form': '.', 'fst_analyses': []}]"
Waasaakwanjigewag waaboozoog. Mii omaa ge-izhi-agoodooyang.	Rabbits chewed the sticks bare. We'll set our snares here.	nj	[{'word_form': 'waasaakwanjigewag', 'fst_analyses': ['waasaakwanjige+VAI+Ind+Pos+Neu+3PlProxSubj']}, {'word_form': 'waaboozoog', 'fst_analyses': ['waabooz+NA+ProxPl']}, {'word_form': '.', 'fst_analyses': []}, {'word_form': 'mii', 'fst_analyses': ['mii+ADVPred']}, {'word_form': 'omaa', 'fst_analyses': ['omaa+ADVLoc']}, {'word_form': 'ge-izhi-agoodooyang', 'fst_analyses': ['ChCnj+PVTense/daa+PVRel/izhi+agoodoon+VTI+Cnj+Pos+Neu+InclSubj+0SgObj', 'ChCnj+PVTense/daa+PVRel/izhi+agoodoon+VTI+Cnj+Pos+Neu+InclSubj+0PlObj', 'ChCnj+PVTense/daa+PVRel/izhi+agoodoo+VAI+Cnj+Pos+Neu+InclSubj', 'ChCnj+PVTense/ga+PVRel/izhi+agoodoon+VTI+Cnj+Pos+Neu+InclSubj+0SgObj', 'ChCnj+PVTense/ga+PVRel/izhi+agoodoon+VTI+Cnj+Pos+Neu+InclSubj+0PlObj', 'ChCnj+PVTense/ga+PVRel/izhi+agoodoo+VAI+Cnj+Pos+Neu+InclSubj']}, {'word_form': '.', 'fst_analyses': []}]
